Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1994","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1995","g/capita/day","0.01"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1996","g/capita/day","0.01"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1997","g/capita/day","0.01"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1998","g/capita/day","0.01"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1999","g/capita/day","0.01"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","2000","g/capita/day","0.01"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","2001","g/capita/day","0.01"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","2002","g/capita/day","0.01"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","2003","g/capita/day","0.01"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","2004","g/capita/day","0.01"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","2005","g/capita/day","0.01"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","2006","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","2007","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","2008","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","2009","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","2010","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","2011","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","2012","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","2013","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1961","g/capita/day","0.01"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1962","g/capita/day","0.01"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1963","g/capita/day","0.01"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1964","g/capita/day","0.01"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1965","g/capita/day","0.01"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1966","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1967","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1968","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1969","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1970","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1971","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1972","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1973","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1974","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1975","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1976","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1977","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1978","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1979","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1980","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1981","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1982","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1983","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1984","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1985","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1986","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1987","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1988","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1989","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1990","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1991","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1992","g/capita/day","0.06"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1993","g/capita/day","0.07"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1994","g/capita/day","0.07"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1995","g/capita/day","0.07"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1996","g/capita/day","0.07"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1997","g/capita/day","0.07"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1998","g/capita/day","0.08"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","1999","g/capita/day","0.09"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","2000","g/capita/day","0.1"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","2001","g/capita/day","0.1"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","2002","g/capita/day","0.11"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","2003","g/capita/day","0.11"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","2004","g/capita/day","0.12"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","2005","g/capita/day","0.12"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","2006","g/capita/day","0.12"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","2007","g/capita/day","0.13"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","2008","g/capita/day","0.13"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","2009","g/capita/day","0.13"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Plants","2010","g/capita/day","0.14"
